filename,x,y,width,height
5072,658.0,346.0,145.0,122.0
5072,667.0,683.0,226.0,191.0
5072,258.0,786.0,157.0,151.0
5072,315.0,363.0,126.0,144.0
5074,622.0,404.0,180.0,364.0
5074,191.0,377.0,213.0,285.0
5077,277.0,534.0,124.0,263.0
5077,527.0,496.0,157.0,302.0
5080,252.0,579.0,228.0,200.0
5084,644.0,333.0,295.0,297.0
5084,295.0,352.0,223.0,340.0
5090,261.0,169.0,269.0,651.0
5090,626.0,197.0,344.0,664.0
5094,121.0,329.0,226.0,162.0
5094,602.0,239.0,195.0,223.0
5095,218.0,679.0,154.0,133.0
5097,643.0,427.0,256.0,292.0
5097,197.0,358.0,259.0,333.0
5101,602.0,452.0,201.0,278.0
5101,221.0,464.0,225.0,241.0
5103,227.0,614.0,189.0,132.0
5108,257.0,421.0,182.0,298.0
5110,547.0,364.0,337.0,326.0
5115,453.0,231.0,284.0,590.0
5115,111.0,220.0,293.0,518.0
5118,143.0,432.0,229.0,110.0
5118,260.0,632.0,161.0,194.0
5123,576.0,462.0,379.0,318.0
5124,160.0,575.0,259.0,243.0
5124,546.0,526.0,280.0,212.0
5129,143.0,419.0,224.0,337.0
5129,636.0,552.0,172.0,200.0
5131,182.0,493.0,229.0,292.0
5139,52.0,450.0,279.0,168.0
5140,405.0,192.0,169.0,411.0
5140,616.0,117.0,303.0,393.0
5143,463.0,549.0,309.0,239.0
5143,90.0,366.0,233.0,280.0
5146,233.0,554.0,186.0,185.0
5146,729.0,520.0,197.0,191.0
5152,624.0,312.0,183.0,463.0
5152,207.0,432.0,230.0,292.0
5158,656.0,556.0,133.0,113.0
5161,549.0,401.0,208.0,156.0
5161,205.0,473.0,224.0,233.0
5164,172.0,396.0,239.0,341.0
5166,122.0,519.0,272.0,199.0
5176,212.0,300.0,262.0,480.0
5176,554.0,263.0,199.0,502.0
5177,662.0,335.0,235.0,296.0
5179,632.0,469.0,263.0,267.0
5189,636.0,714.0,263.0,195.0
5189,199.0,418.0,165.0,352.0
5192,582.0,393.0,254.0,533.0
5192,172.0,355.0,278.0,462.0
5194,162.0,409.0,261.0,222.0
5198,236.0,533.0,226.0,192.0
5200,209.0,90.0,246.0,464.0
5201,127.0,181.0,329.0,585.0
5201,475.0,152.0,360.0,601.0
5206,638.0,479.0,244.0,232.0
5206,212.0,490.0,232.0,230.0
5210,305.0,453.0,207.0,349.0
5219,204.0,397.0,269.0,348.0
5219,609.0,453.0,290.0,327.0
5223,230.0,358.0,233.0,481.0
5223,653.0,340.0,219.0,430.0
5224,393.0,551.0,160.0,177.0
5224,695.0,430.0,127.0,183.0
5226,632.0,362.0,175.0,287.0
5227,311.0,455.0,138.0,260.0
5228,285.0,430.0,162.0,160.0
5228,626.0,457.0,238.0,161.0
5230,536.0,479.0,220.0,410.0
5230,179.0,552.0,205.0,410.0
5238,628.0,297.0,234.0,289.0
5238,260.0,383.0,207.0,230.0
5240,590.0,175.0,143.0,215.0
5242,242.0,168.0,178.0,178.0
5248,586.0,556.0,317.0,386.0
5249,99.0,710.0,210.0,204.0
5249,545.0,669.0,254.0,248.0
5250,129.0,300.0,317.0,458.0
5253,273.0,459.0,202.0,186.0
5254,180.0,477.0,148.0,248.0
5259,627.0,255.0,180.0,147.0
5259,310.0,270.0,192.0,331.0
5269,575.0,374.0,262.0,290.0
5269,192.0,401.0,264.0,315.0
5271,535.0,156.0,195.0,326.0
5274,234.0,313.0,292.0,604.0
5274,602.0,305.0,333.0,580.0
5281,516.0,493.0,216.0,256.0
5288,161.0,208.0,304.0,402.0
5290,711.0,564.0,50.0,62.0
5297,242.0,613.0,173.0,146.0
5313,491.0,80.0,348.0,503.0
5313,103.0,55.0,276.0,457.0
5314,276.0,203.0,192.0,260.0
5320,273.0,251.0,249.0,563.0
5320,638.0,211.0,240.0,521.0
5321,580.0,200.0,205.0,307.0
5322,328.0,315.0,109.0,176.0
5322,592.0,367.0,102.0,137.0
5326,646.0,465.0,200.0,168.0
5329,554.0,280.0,299.0,455.0
5332,203.0,109.0,220.0,483.0
5332,568.0,119.0,190.0,498.0
5334,216.0,219.0,296.0,475.0
5335,571.0,308.0,172.0,205.0
5335,184.0,209.0,218.0,349.0
5345,296.0,250.0,172.0,169.0
5345,676.0,445.0,209.0,321.0
5347,208.0,470.0,202.0,134.0
5349,244.0,341.0,178.0,153.0
5361,250.0,364.0,239.0,288.0
5366,642.0,368.0,144.0,157.0
5367,577.0,495.0,210.0,244.0
5368,560.0,431.0,245.0,233.0
5368,193.0,295.0,217.0,400.0
5381,574.0,356.0,248.0,93.0
5382,175.0,354.0,246.0,354.0
5383,200.0,74.0,295.0,570.0
5384,612.0,261.0,233.0,548.0
5384,203.0,84.0,287.0,688.0
5395,188.0,455.0,219.0,341.0
5395,583.0,369.0,247.0,281.0
5398,149.0,395.0,223.0,227.0
5403,329.0,445.0,153.0,224.0
5403,647.0,389.0,201.0,208.0
5405,621.0,576.0,234.0,153.0
5406,644.0,428.0,227.0,248.0
5417,576.0,414.0,133.0,143.0
5417,307.0,386.0,134.0,176.0
5420,263.0,455.0,126.0,184.0
5420,592.0,372.0,284.0,347.0
5421,238.0,527.0,216.0,300.0
5426,628.0,155.0,217.0,632.0
5427,677.0,614.0,118.0,199.0
5427,246.0,526.0,90.0,136.0
5431,654.0,389.0,166.0,123.0
5436,294.0,563.0,217.0,114.0
5442,612.0,354.0,251.0,297.0
5449,131.0,511.0,272.0,290.0
5464,273.0,462.0,250.0,353.0
5465,200.0,232.0,259.0,406.0
5465,569.0,308.0,282.0,358.0
5472,313.0,353.0,194.0,333.0
5474,613.0,513.0,226.0,167.0
5474,269.0,459.0,173.0,274.0
5480,530.0,445.0,250.0,376.0
5481,219.0,293.0,240.0,380.0
5487,594.0,416.0,200.0,238.0
5494,693.0,432.0,217.0,357.0
5494,351.0,559.0,134.0,235.0
5505,180.0,253.0,273.0,496.0
5520,139.0,178.0,280.0,612.0
5523,142.0,425.0,237.0,315.0
5523,628.0,516.0,224.0,295.0
5530,594.0,276.0,347.0,490.0
5530,298.0,339.0,219.0,379.0
5538,659.0,290.0,335.0,481.0
5539,636.0,522.0,158.0,116.0
5545,620.0,654.0,168.0,165.0
5545,244.0,246.0,227.0,563.0
5549,542.0,638.0,139.0,165.0
5550,560.0,471.0,287.0,246.0
5566,228.0,167.0,313.0,769.0
5570,581.0,344.0,154.0,291.0
5576,546.0,197.0,246.0,423.0
5576,110.0,137.0,287.0,445.0
5579,635.0,424.0,150.0,375.0
5579,272.0,495.0,125.0,183.0
5579,361.0,331.0,124.0,157.0
5583,518.0,639.0,202.0,266.0
5583,172.0,509.0,168.0,234.0
5588,588.0,113.0,277.0,498.0
5602,582.0,137.0,365.0,603.0
5606,612.0,166.0,224.0,509.0
5606,261.0,148.0,234.0,509.0
5627,215.0,629.0,172.0,132.0
5627,598.0,571.0,168.0,200.0
5634,634.0,520.0,160.0,250.0
5634,222.0,622.0,155.0,201.0
5646,100.0,460.0,120.0,227.0
5659,113.0,358.0,259.0,284.0
5662,596.0,137.0,222.0,368.0
5665,598.0,495.0,185.0,146.0
5670,617.0,593.0,307.0,310.0
5670,120.0,602.0,284.0,259.0
5672,666.0,389.0,250.0,387.0
5674,175.0,573.0,320.0,365.0
5678,152.0,558.0,239.0,208.0
5682,327.0,540.0,189.0,298.0
5682,709.0,521.0,257.0,315.0
5685,187.0,706.0,153.0,105.0
5692,243.0,264.0,189.0,342.0
5693,215.0,177.0,220.0,642.0
5693,557.0,304.0,199.0,379.0
5697,496.0,130.0,394.0,755.0
5697,132.0,98.0,282.0,774.0
5701,132.0,475.0,217.0,175.0
5701,568.0,309.0,267.0,326.0
5706,669.0,224.0,171.0,322.0
5706,257.0,279.0,173.0,219.0
5707,128.0,486.0,278.0,310.0
5712,548.0,482.0,248.0,300.0
5714,153.0,311.0,178.0,336.0
5716,357.0,209.0,187.0,215.0
5716,251.0,650.0,207.0,302.0
5718,230.0,450.0,115.0,95.0
5718,673.0,478.0,133.0,138.0
5728,218.0,546.0,128.0,194.0
5730,191.0,371.0,204.0,466.0
5733,152.0,254.0,300.0,239.0
5737,580.0,163.0,269.0,433.0
5737,179.0,196.0,251.0,467.0
5740,642.0,163.0,328.0,606.0
5740,138.0,156.0,348.0,559.0
5756,751.0,593.0,84.0,60.0
5756,216.0,504.0,122.0,95.0
5760,133.0,501.0,241.0,203.0
5760,607.0,309.0,209.0,468.0
5760,220.0,250.0,203.0,242.0
5762,274.0,404.0,206.0,296.0
5764,212.0,460.0,164.0,158.0
5765,231.0,538.0,161.0,204.0
5771,366.0,491.0,146.0,192.0
5773,383.0,351.0,115.0,186.0
5777,302.0,466.0,116.0,192.0
5777,659.0,586.0,109.0,123.0
5785,166.0,230.0,271.0,606.0
5785,556.0,345.0,256.0,563.0
5789,211.0,759.0,202.0,143.0
5795,236.0,579.0,163.0,123.0
5797,290.0,609.0,222.0,145.0
5799,296.0,335.0,159.0,181.0
5799,666.0,299.0,173.0,478.0
5807,654.0,200.0,300.0,528.0
5807,240.0,197.0,319.0,486.0
5808,208.0,503.0,160.0,141.0
5808,583.0,532.0,233.0,92.0
5812,570.0,268.0,249.0,453.0
5812,222.0,258.0,194.0,436.0
5813,132.0,236.0,204.0,334.0
5814,687.0,221.0,223.0,615.0
5814,321.0,169.0,166.0,420.0
5817,603.0,360.0,299.0,165.0
5817,701.0,201.0,117.0,141.0
5817,258.0,277.0,185.0,212.0
5825,290.0,555.0,150.0,158.0
5835,328.0,509.0,124.0,111.0
5836,201.0,428.0,233.0,158.0
5836,597.0,369.0,215.0,95.0
5838,63.0,476.0,307.0,172.0
5838,540.0,226.0,336.0,357.0
5839,543.0,233.0,287.0,434.0
5839,207.0,326.0,292.0,361.0
5845,279.0,436.0,127.0,173.0
5845,631.0,440.0,179.0,402.0
5854,617.0,114.0,220.0,532.0
5854,133.0,124.0,336.0,720.0
5866,162.0,164.0,258.0,597.0
5866,558.0,221.0,257.0,490.0
5867,179.0,356.0,207.0,400.0
5870,153.0,436.0,252.0,151.0
5872,569.0,370.0,199.0,159.0
5872,200.0,305.0,194.0,248.0
5874,362.0,468.0,127.0,120.0
5879,513.0,296.0,165.0,319.0
5879,250.0,320.0,176.0,256.0
5884,804.0,662.0,191.0,172.0
5884,274.0,574.0,200.0,217.0
5886,599.0,327.0,299.0,431.0
5888,102.0,196.0,325.0,805.0
5888,520.0,201.0,374.0,817.0
5890,342.0,712.0,158.0,87.0
5901,103.0,452.0,247.0,148.0
5904,39.0,881.0,108.0,128.0
5905,254.0,272.0,223.0,342.0
5905,629.0,259.0,223.0,377.0
5906,192.0,448.0,248.0,227.0
5913,211.0,149.0,278.0,755.0
5913,596.0,141.0,318.0,720.0
5920,254.0,392.0,121.0,147.0
5924,577.0,205.0,171.0,247.0
5924,113.0,113.0,277.0,708.0
5939,468.0,60.0,335.0,326.0
5940,343.0,154.0,282.0,538.0
5940,695.0,121.0,289.0,613.0
5942,473.0,492.0,354.0,224.0
5966,257.0,325.0,131.0,160.0
5966,630.0,610.0,200.0,169.0
5970,476.0,543.0,150.0,179.0
5970,229.0,648.0,162.0,97.0
5971,249.0,238.0,167.0,318.0
5971,583.0,272.0,201.0,417.0
5973,605.0,181.0,284.0,597.0
5973,123.0,67.0,271.0,628.0
5974,171.0,398.0,262.0,222.0
5978,105.0,486.0,295.0,339.0
5988,162.0,412.0,228.0,260.0
5992,160.0,451.0,207.0,295.0
5994,186.0,354.0,187.0,261.0
6002,689.0,388.0,195.0,197.0
6004,699.0,594.0,185.0,218.0
6004,239.0,534.0,237.0,230.0
6011,219.0,116.0,253.0,599.0
6011,568.0,166.0,202.0,546.0
6012,554.0,383.0,262.0,334.0
6012,249.0,461.0,195.0,265.0
6014,682.0,476.0,182.0,231.0
6014,208.0,385.0,226.0,230.0
6017,582.0,96.0,290.0,740.0
6017,160.0,129.0,284.0,654.0
6020,279.0,622.0,178.0,225.0
6024,728.0,588.0,78.0,139.0
6024,299.0,561.0,195.0,171.0
6026,241.0,374.0,146.0,143.0
6030,60.0,445.0,300.0,388.0
6034,402.0,239.0,326.0,684.0
6034,78.0,258.0,286.0,677.0
6038,335.0,236.0,289.0,579.0
6038,672.0,232.0,309.0,571.0
6040,264.0,383.0,168.0,265.0
6042,599.0,452.0,214.0,287.0
6043,801.0,326.0,155.0,359.0
6043,164.0,452.0,260.0,412.0
6044,564.0,346.0,239.0,416.0
6044,247.0,346.0,215.0,383.0
6046,121.0,358.0,194.0,334.0
6046,548.0,409.0,224.0,266.0
6051,280.0,553.0,165.0,125.0
6053,161.0,332.0,263.0,239.0
6060,202.0,521.0,173.0,75.0
6061,598.0,294.0,213.0,631.0
6061,212.0,252.0,225.0,563.0
6068,125.0,498.0,262.0,339.0
6068,531.0,498.0,297.0,354.0
6072,170.0,356.0,358.0,519.0
6075,588.0,401.0,306.0,224.0
6083,193.0,382.0,186.0,241.0
6084,564.0,193.0,283.0,584.0
6084,218.0,241.0,140.0,509.0
6085,256.0,153.0,234.0,443.0
6085,616.0,391.0,196.0,249.0
6091,171.0,542.0,176.0,170.0
6094,588.0,253.0,268.0,461.0
6094,202.0,328.0,206.0,387.0
6098,226.0,481.0,143.0,135.0
6108,212.0,333.0,224.0,391.0
6110,558.0,327.0,181.0,390.0
6110,192.0,358.0,169.0,334.0
6112,275.0,325.0,242.0,191.0
6118,586.0,498.0,232.0,129.0
6119,468.0,243.0,223.0,566.0
6119,68.0,211.0,263.0,413.0
6120,367.0,596.0,131.0,132.0
6120,650.0,476.0,189.0,223.0
6128,261.0,523.0,176.0,176.0
6130,240.0,89.0,237.0,676.0
6130,643.0,139.0,288.0,630.0
6133,237.0,551.0,161.0,201.0
6136,612.0,214.0,109.0,89.0
6136,195.0,511.0,218.0,271.0
6136,610.0,599.0,265.0,245.0
6138,114.0,232.0,283.0,534.0
6138,544.0,229.0,250.0,524.0
6142,607.0,178.0,301.0,684.0
6142,224.0,188.0,329.0,675.0
6155,228.0,621.0,212.0,316.0
6155,566.0,621.0,255.0,315.0
6156,305.0,260.0,220.0,389.0
6159,702.0,261.0,248.0,630.0
6159,260.0,206.0,257.0,512.0
6160,594.0,597.0,92.0,168.0
6160,231.0,494.0,204.0,228.0
6161,681.0,550.0,311.0,302.0
6161,184.0,264.0,352.0,506.0
6166,194.0,563.0,186.0,183.0
6172,561.0,497.0,289.0,138.0
6177,608.0,268.0,268.0,499.0
6180,259.0,184.0,211.0,352.0
6180,604.0,143.0,243.0,304.0
6181,198.0,623.0,181.0,168.0
6189,114.0,254.0,327.0,335.0
6189,615.0,267.0,282.0,400.0
6190,162.0,600.0,176.0,152.0
6191,558.0,380.0,317.0,284.0
6192,670.0,574.0,166.0,183.0
6192,239.0,487.0,236.0,235.0
6193,212.0,444.0,192.0,140.0
6193,644.0,529.0,224.0,172.0
6195,533.0,378.0,272.0,279.0
6202,127.0,546.0,199.0,197.0
6202,491.0,551.0,277.0,201.0
6221,505.0,261.0,225.0,618.0
6221,186.0,266.0,225.0,529.0
6234,619.0,405.0,177.0,264.0
6234,178.0,332.0,225.0,347.0
6238,527.0,370.0,240.0,535.0
6238,162.0,339.0,210.0,440.0
6239,480.0,279.0,249.0,618.0
6239,55.0,222.0,283.0,589.0
6240,709.0,591.0,204.0,169.0
6240,285.0,568.0,177.0,336.0
6241,226.0,375.0,239.0,393.0
6247,734.0,682.0,127.0,91.0
6250,173.0,134.0,259.0,662.0
6250,573.0,123.0,328.0,708.0
6252,117.0,553.0,226.0,341.0
6252,588.0,198.0,273.0,714.0
6254,691.0,483.0,223.0,287.0
6263,612.0,689.0,187.0,178.0
6267,111.0,348.0,231.0,141.0
6267,568.0,365.0,271.0,146.0
6270,215.0,453.0,211.0,142.0
6270,585.0,394.0,262.0,203.0
6272,169.0,418.0,248.0,370.0
6272,520.0,531.0,231.0,243.0
6290,547.0,287.0,195.0,220.0
6290,230.0,249.0,159.0,195.0
6291,214.0,659.0,141.0,323.0
6297,634.0,585.0,257.0,260.0
6297,349.0,301.0,110.0,424.0
6298,563.0,480.0,238.0,237.0
6298,144.0,501.0,234.0,240.0
6301,401.0,417.0,160.0,177.0
6301,638.0,489.0,160.0,171.0
6304,274.0,477.0,179.0,182.0
6311,160.0,251.0,265.0,466.0
6311,569.0,247.0,274.0,445.0
6315,116.0,604.0,175.0,163.0
6315,534.0,518.0,135.0,153.0
6320,203.0,316.0,218.0,460.0
6320,557.0,294.0,252.0,470.0
6322,699.0,536.0,289.0,350.0
6325,66.0,160.0,373.0,608.0
6325,552.0,164.0,376.0,676.0
6326,243.0,568.0,189.0,168.0
6326,641.0,250.0,214.0,300.0
6331,610.0,579.0,261.0,292.0
6333,228.0,411.0,198.0,256.0
6333,635.0,592.0,230.0,289.0
6347,577.0,291.0,114.0,229.0
6353,603.0,532.0,260.0,238.0
6353,136.0,508.0,303.0,200.0
6375,703.0,438.0,226.0,246.0
6377,279.0,320.0,148.0,394.0
6377,540.0,349.0,225.0,437.0
6378,672.0,522.0,159.0,244.0
6380,375.0,420.0,114.0,229.0
6387,209.0,492.0,197.0,168.0
6391,291.0,577.0,133.0,110.0
6391,744.0,507.0,150.0,181.0
6392,601.0,246.0,179.0,413.0
6392,256.0,247.0,179.0,337.0
6399,298.0,378.0,162.0,245.0
6403,158.0,87.0,279.0,718.0
6404,645.0,263.0,195.0,533.0
6404,183.0,109.0,318.0,591.0
6406,221.0,721.0,166.0,166.0
6408,186.0,250.0,257.0,530.0
6408,579.0,279.0,234.0,543.0
6412,202.0,557.0,203.0,301.0
6415,577.0,173.0,269.0,502.0
6420,576.0,464.0,324.0,301.0
6420,173.0,496.0,251.0,280.0
6422,582.0,429.0,228.0,488.0
6423,220.0,279.0,233.0,492.0
6423,519.0,295.0,233.0,351.0
6424,193.0,279.0,239.0,427.0
6424,614.0,312.0,303.0,513.0
6434,286.0,326.0,219.0,433.0
6434,550.0,237.0,331.0,461.0
6437,566.0,106.0,276.0,328.0
6437,200.0,129.0,230.0,298.0
6438,576.0,185.0,209.0,286.0
6438,196.0,155.0,227.0,503.0
6439,212.0,544.0,208.0,189.0
6439,583.0,506.0,226.0,214.0
6440,632.0,284.0,109.0,201.0
6440,200.0,185.0,166.0,196.0
6442,654.0,433.0,95.0,118.0
6447,230.0,280.0,257.0,292.0
6461,544.0,145.0,320.0,647.0
6461,188.0,130.0,274.0,608.0
6477,670.0,327.0,215.0,238.0
6478,249.0,520.0,211.0,140.0
6478,670.0,633.0,212.0,95.0
6480,262.0,183.0,273.0,536.0
6484,314.0,485.0,136.0,207.0
6484,590.0,458.0,128.0,228.0
6484,513.0,159.0,124.0,197.0
6486,447.0,425.0,84.0,132.0
6490,112.0,478.0,213.0,134.0
6491,288.0,301.0,111.0,158.0
6496,622.0,185.0,232.0,484.0
6496,244.0,319.0,202.0,354.0
6499,537.0,435.0,232.0,365.0
6499,173.0,166.0,228.0,494.0
6509,481.0,623.0,185.0,158.0
6520,346.0,497.0,158.0,294.0
6520,730.0,491.0,214.0,390.0
6522,186.0,178.0,252.0,282.0
6526,582.0,261.0,295.0,583.0
6526,205.0,238.0,290.0,592.0
6527,176.0,335.0,180.0,245.0
6528,147.0,405.0,266.0,210.0
6535,215.0,288.0,133.0,146.0
6536,583.0,110.0,302.0,680.0
6536,193.0,100.0,265.0,653.0
6539,540.0,683.0,185.0,213.0
6539,184.0,435.0,170.0,218.0
6543,591.0,478.0,308.0,264.0
6547,566.0,134.0,263.0,442.0
6550,574.0,519.0,311.0,187.0
6556,223.0,356.0,288.0,385.0
6556,643.0,394.0,259.0,279.0
6566,123.0,602.0,208.0,228.0
6571,166.0,398.0,211.0,503.0
6571,616.0,452.0,250.0,324.0
6577,76.0,450.0,153.0,263.0
6581,655.0,212.0,298.0,622.0
6581,261.0,218.0,298.0,597.0
6584,516.0,316.0,219.0,397.0
6587,247.0,494.0,152.0,201.0
6587,589.0,657.0,113.0,140.0
6592,435.0,154.0,171.0,275.0
6592,106.0,109.0,233.0,371.0
6598,225.0,324.0,233.0,245.0
6609,157.0,534.0,204.0,179.0
6620,121.0,194.0,228.0,454.0
6620,554.0,286.0,202.0,354.0
6622,262.0,347.0,229.0,294.0
6622,719.0,400.0,134.0,208.0
6627,590.0,367.0,245.0,285.0
6627,201.0,351.0,254.0,317.0
6628,234.0,288.0,242.0,362.0
6630,316.0,373.0,143.0,370.0
6638,467.0,218.0,298.0,545.0
6638,122.0,161.0,298.0,630.0
6646,618.0,625.0,227.0,334.0
6646,224.0,148.0,270.0,325.0
6649,253.0,230.0,221.0,400.0
6649,517.0,272.0,272.0,342.0
6652,29.0,479.0,285.0,465.0
6653,676.0,265.0,239.0,406.0
6653,282.0,460.0,256.0,269.0
6656,242.0,252.0,195.0,368.0
6665,609.0,354.0,277.0,480.0
6665,266.0,622.0,147.0,228.0
6667,136.0,525.0,269.0,446.0
6667,598.0,421.0,266.0,503.0
6668,617.0,608.0,247.0,130.0
6668,122.0,580.0,310.0,138.0
6669,654.0,514.0,170.0,191.0
6674,142.0,427.0,294.0,405.0
6674,455.0,366.0,278.0,461.0
6675,587.0,142.0,398.0,600.0
6675,233.0,107.0,232.0,365.0
6675,197.0,490.0,240.0,228.0
6688,144.0,243.0,279.0,563.0
6688,584.0,233.0,274.0,514.0
6690,197.0,471.0,250.0,231.0
6699,129.0,544.0,241.0,292.0
6708,574.0,135.0,302.0,622.0
6708,160.0,146.0,349.0,643.0
6712,163.0,423.0,202.0,402.0
6712,555.0,515.0,229.0,358.0
6720,552.0,448.0,221.0,271.0
6722,530.0,487.0,250.0,192.0
6724,278.0,421.0,121.0,175.0
6735,109.0,699.0,181.0,158.0
6739,535.0,437.0,317.0,520.0
6739,162.0,530.0,264.0,362.0
6746,693.0,385.0,135.0,132.0
6746,273.0,300.0,156.0,301.0
6748,139.0,186.0,250.0,605.0
6748,561.0,237.0,309.0,656.0
6750,599.0,129.0,261.0,488.0
6750,240.0,168.0,245.0,362.0
6751,567.0,304.0,188.0,429.0
6751,242.0,325.0,186.0,433.0
6752,118.0,328.0,333.0,219.0
6758,583.0,388.0,277.0,390.0
6773,544.0,300.0,233.0,184.0
6773,158.0,240.0,193.0,132.0
6778,623.0,334.0,250.0,386.0
6781,264.0,460.0,150.0,263.0
6781,606.0,449.0,184.0,297.0
6782,162.0,498.0,235.0,210.0
6783,610.0,274.0,236.0,598.0
6783,181.0,157.0,282.0,603.0
6787,570.0,402.0,255.0,199.0
6793,177.0,615.0,280.0,151.0
6793,663.0,556.0,207.0,87.0
6796,264.0,285.0,222.0,424.0
6796,622.0,235.0,309.0,501.0
6798,573.0,100.0,299.0,771.0
6808,530.0,373.0,290.0,167.0
6808,162.0,88.0,259.0,505.0
6812,331.0,406.0,187.0,374.0
6812,703.0,338.0,191.0,449.0
6813,543.0,226.0,214.0,666.0
6813,119.0,176.0,261.0,591.0
6814,578.0,260.0,324.0,534.0
6814,191.0,274.0,224.0,481.0
6815,278.0,158.0,259.0,522.0
6815,675.0,410.0,200.0,334.0
6818,262.0,354.0,240.0,156.0
6818,651.0,346.0,275.0,210.0
6819,573.0,544.0,227.0,284.0
6819,226.0,634.0,238.0,163.0
6823,599.0,371.0,215.0,499.0
6823,179.0,284.0,275.0,511.0
6825,729.0,347.0,180.0,553.0
6825,313.0,316.0,230.0,515.0
6827,614.0,367.0,257.0,525.0
6828,642.0,397.0,162.0,340.0
6834,631.0,448.0,236.0,255.0
6834,165.0,540.0,225.0,166.0
6838,196.0,206.0,270.0,569.0
6838,580.0,247.0,270.0,541.0
6839,277.0,624.0,164.0,284.0
6839,666.0,597.0,134.0,220.0
6840,538.0,299.0,222.0,162.0
6840,135.0,362.0,177.0,133.0
6841,307.0,388.0,150.0,154.0
6845,535.0,483.0,179.0,241.0
6845,257.0,447.0,187.0,269.0
6848,604.0,534.0,170.0,259.0
6848,267.0,247.0,201.0,270.0
6848,631.0,267.0,147.0,201.0
6849,544.0,505.0,156.0,169.0
6852,242.0,232.0,191.0,410.0
6852,565.0,246.0,217.0,445.0
6853,692.0,447.0,216.0,452.0
6853,189.0,449.0,273.0,442.0
6855,330.0,292.0,151.0,224.0
6862,168.0,460.0,259.0,296.0
6869,199.0,416.0,238.0,257.0
6869,549.0,493.0,178.0,297.0
6887,554.0,193.0,285.0,580.0
6887,233.0,204.0,220.0,510.0
6889,692.0,346.0,119.0,60.0
6896,109.0,471.0,204.0,132.0
6897,267.0,212.0,259.0,560.0
6897,633.0,201.0,258.0,558.0
6899,570.0,373.0,194.0,386.0
6899,171.0,357.0,191.0,367.0
6907,205.0,134.0,191.0,207.0
6915,84.0,682.0,366.0,235.0
6915,668.0,468.0,279.0,444.0
6925,585.0,362.0,276.0,532.0
6932,578.0,488.0,336.0,201.0
6933,613.0,313.0,194.0,165.0
6934,171.0,234.0,296.0,312.0
6934,478.0,167.0,328.0,439.0
6942,657.0,701.0,310.0,310.0
6942,75.0,816.0,308.0,208.0
6949,555.0,259.0,240.0,256.0
6949,274.0,260.0,226.0,333.0
6951,612.0,420.0,233.0,291.0
6951,353.0,473.0,149.0,162.0
6966,604.0,237.0,214.0,379.0
6972,154.0,495.0,263.0,253.0
6973,262.0,186.0,187.0,395.0
6975,245.0,421.0,172.0,114.0
6975,597.0,447.0,111.0,95.0
6976,244.0,311.0,200.0,317.0
6977,599.0,606.0,211.0,197.0
6978,613.0,440.0,247.0,201.0
6978,191.0,473.0,171.0,135.0
6982,156.0,620.0,281.0,131.0
6982,651.0,576.0,266.0,186.0
6983,205.0,606.0,205.0,202.0
6984,598.0,270.0,261.0,505.0
6984,266.0,308.0,224.0,273.0
6985,602.0,471.0,243.0,202.0
6985,135.0,527.0,200.0,385.0
6995,177.0,688.0,154.0,188.0
6999,247.0,502.0,183.0,206.0
6999,577.0,428.0,222.0,378.0
7001,141.0,246.0,164.0,280.0
7001,599.0,126.0,216.0,410.0
7017,517.0,307.0,182.0,283.0
7017,165.0,321.0,188.0,226.0
7028,659.0,301.0,251.0,488.0
7028,259.0,288.0,236.0,444.0
7030,639.0,363.0,127.0,284.0
7030,295.0,319.0,124.0,292.0
7036,93.0,600.0,191.0,337.0
7036,549.0,732.0,158.0,116.0
7040,626.0,628.0,133.0,124.0
7040,236.0,395.0,96.0,119.0
7049,578.0,222.0,365.0,545.0
7049,165.0,246.0,275.0,519.0
7054,260.0,251.0,180.0,271.0
7054,621.0,279.0,194.0,248.0
7056,483.0,232.0,412.0,627.0
7056,70.0,315.0,303.0,680.0
7063,207.0,388.0,247.0,475.0
7063,597.0,441.0,289.0,505.0
7064,499.0,489.0,338.0,461.0
7064,2.0,383.0,326.0,289.0
7065,539.0,622.0,153.0,89.0
7081,364.0,273.0,216.0,454.0
7081,44.0,284.0,222.0,388.0
7083,234.0,370.0,183.0,291.0
7083,603.0,299.0,211.0,447.0
7085,200.0,175.0,215.0,651.0
7085,543.0,191.0,300.0,631.0
7089,247.0,354.0,133.0,313.0
7089,585.0,347.0,160.0,282.0
7099,606.0,281.0,259.0,315.0
7099,218.0,317.0,270.0,511.0
7105,533.0,392.0,359.0,266.0
7116,135.0,209.0,319.0,442.0
7116,538.0,282.0,388.0,491.0
7119,223.0,195.0,276.0,453.0
7119,562.0,277.0,281.0,489.0
7120,559.0,303.0,215.0,263.0
7120,145.0,146.0,234.0,548.0
7125,284.0,529.0,119.0,161.0
7125,673.0,285.0,257.0,435.0
7126,206.0,749.0,183.0,266.0
7126,630.0,515.0,214.0,414.0
7132,357.0,133.0,194.0,279.0
7137,677.0,476.0,135.0,243.0
7137,193.0,416.0,169.0,238.0
7138,178.0,525.0,189.0,281.0
7138,562.0,652.0,206.0,202.0
7138,578.0,360.0,126.0,244.0
7140,577.0,208.0,195.0,201.0
7140,279.0,301.0,129.0,146.0
